timestamp,currentReplicas,desiredReplicas,currentCPUUtilizationPercent
2026-02-16T20:22:59+05:30,24,24,200
2026-02-16T20:23:05+05:30,24,24,200
2026-02-16T20:23:11+05:30,24,24,200
2026-02-16T20:23:16+05:30,24,24,200
2026-02-16T20:23:22+05:30,24,24,200
2026-02-16T20:23:27+05:30,24,24,200
2026-02-16T20:23:33+05:30,24,24,200
2026-02-16T20:23:38+05:30,24,24,200
2026-02-16T20:23:44+05:30,24,24,199
2026-02-16T20:23:49+05:30,24,24,199
2026-02-16T20:23:55+05:30,24,24,199
2026-02-16T20:24:00+05:30,24,24,199
2026-02-16T20:24:06+05:30,24,24,199
2026-02-16T20:24:12+05:30,24,24,199
2026-02-16T20:24:17+05:30,24,24,199
2026-02-16T20:24:23+05:30,24,24,199
2026-02-16T20:24:28+05:30,24,24,199
2026-02-16T20:24:34+05:30,24,24,199
2026-02-16T20:24:40+05:30,24,24,199
2026-02-16T20:24:45+05:30,24,24,197
2026-02-16T20:24:51+05:30,24,24,197
2026-02-16T20:24:57+05:30,24,24,197
2026-02-16T20:25:02+05:30,24,24,197
2026-02-16T20:25:08+05:30,24,24,197
2026-02-16T20:25:14+05:30,24,24,197
2026-02-16T20:25:19+05:30,24,24,197
2026-02-16T20:25:25+05:30,24,24,197
2026-02-16T20:25:31+05:30,24,24,197
2026-02-16T20:25:36+05:30,24,24,197
2026-02-16T20:25:42+05:30,24,24,197
2026-02-16T20:25:48+05:30,24,24,197
2026-02-16T20:25:54+05:30,24,24,197
2026-02-16T20:25:59+05:30,24,24,197
2026-02-16T20:26:05+05:30,24,24,197
2026-02-16T20:26:11+05:30,24,24,197
2026-02-16T20:26:16+05:30,24,24,197
2026-02-16T20:26:22+05:30,24,24,197
2026-02-16T20:26:27+05:30,24,24,197
2026-02-16T20:26:33+05:30,24,24,197
2026-02-16T20:26:38+05:30,24,24,197
2026-02-16T20:26:44+05:30,24,24,201
2026-02-16T20:26:49+05:30,24,24,201
2026-02-16T20:26:55+05:30,24,24,201
2026-02-16T20:27:01+05:30,24,24,201
2026-02-16T20:27:06+05:30,24,24,201
2026-02-16T20:27:12+05:30,24,24,201
2026-02-16T20:27:17+05:30,24,24,201
2026-02-16T20:27:23+05:30,24,24,201
2026-02-16T20:27:29+05:30,24,24,201
2026-02-16T20:27:34+05:30,24,24,201
2026-02-16T20:27:40+05:30,24,24,201
2026-02-16T20:27:46+05:30,24,24,199
2026-02-16T20:27:51+05:30,24,24,199
2026-02-16T20:27:57+05:30,24,24,199
2026-02-16T20:28:03+05:30,24,24,199
2026-02-16T20:28:09+05:30,24,24,199
2026-02-16T20:28:15+05:30,24,24,199
2026-02-16T20:28:20+05:30,24,24,199
2026-02-16T20:28:26+05:30,24,24,199
2026-02-16T20:28:33+05:30,24,24,199
2026-02-16T20:28:38+05:30,24,24,199
2026-02-16T20:28:44+05:30,24,24,194
2026-02-16T20:28:50+05:30,24,24,194
2026-02-16T20:28:55+05:30,24,24,194
2026-02-16T20:29:02+05:30,24,24,194
2026-02-16T20:29:07+05:30,24,24,194
2026-02-16T20:29:13+05:30,24,24,194
2026-02-16T20:29:19+05:30,24,24,194
2026-02-16T20:29:25+05:30,24,24,194
2026-02-16T20:29:31+05:30,24,24,194
2026-02-16T20:29:37+05:30,24,24,194
2026-02-16T20:29:42+05:30,24,24,194
2026-02-16T20:29:47+05:30,24,24,194
2026-02-16T20:29:53+05:30,24,24,194
2026-02-16T20:29:58+05:30,24,24,194
2026-02-16T20:30:04+05:30,24,24,194
2026-02-16T20:30:09+05:30,24,24,194
2026-02-16T20:30:15+05:30,24,24,194
2026-02-16T20:30:20+05:30,24,24,194
2026-02-16T20:30:26+05:30,24,24,194
2026-02-16T20:30:32+05:30,24,24,194
2026-02-16T20:30:37+05:30,24,24,194
2026-02-16T20:30:43+05:30,24,24,194
2026-02-16T20:30:49+05:30,24,24,198
2026-02-16T20:30:54+05:30,24,24,198
2026-02-16T20:31:00+05:30,24,24,198
2026-02-16T20:31:06+05:30,24,24,198
2026-02-16T20:31:12+05:30,24,24,198
2026-02-16T20:31:18+05:30,24,24,198
2026-02-16T20:31:24+05:30,24,24,198
2026-02-16T20:31:30+05:30,24,24,198
2026-02-16T20:31:35+05:30,24,24,198
2026-02-16T20:31:41+05:30,24,24,198
2026-02-16T20:31:47+05:30,24,24,196
2026-02-16T20:31:52+05:30,24,24,196
2026-02-16T20:31:58+05:30,24,24,196
2026-02-16T20:32:04+05:30,24,24,196
2026-02-16T20:32:09+05:30,24,24,196
2026-02-16T20:32:15+05:30,24,24,196
2026-02-16T20:32:20+05:30,24,24,196
2026-02-16T20:32:26+05:30,24,24,196
2026-02-16T20:32:32+05:30,24,24,196
2026-02-16T20:32:37+05:30,24,24,196
2026-02-16T20:32:43+05:30,24,24,196
2026-02-16T20:32:49+05:30,24,24,199
2026-02-16T20:32:54+05:30,24,24,199
2026-02-16T20:33:00+05:30,24,24,199
2026-02-16T20:33:05+05:30,24,24,199
2026-02-16T20:33:10+05:30,24,24,199
2026-02-16T20:33:15+05:30,24,24,199
2026-02-16T20:33:21+05:30,24,24,199
2026-02-16T20:33:26+05:30,24,24,199
2026-02-16T20:33:31+05:30,24,24,199
2026-02-16T20:33:37+05:30,24,24,199
2026-02-16T20:33:42+05:30,24,24,199
2026-02-16T20:33:48+05:30,24,24,200
2026-02-16T20:33:53+05:30,24,24,200
2026-02-16T20:33:59+05:30,24,24,200
2026-02-16T20:34:04+05:30,24,24,200
2026-02-16T20:34:10+05:30,24,24,200
2026-02-16T20:34:15+05:30,24,24,200
2026-02-16T20:34:21+05:30,24,24,200
2026-02-16T20:34:26+05:30,24,24,200
